ID_MARK,Марка,Марка кириллица,Популярная марка,Страна,Год марки от,Год марки до,MODEL_ID,Модель,Модель кириллица,Класс,Год модели от,Год модели до
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_RS_Q3_SPORTBACK,RS Q3 Sportback,РС Ку3 Спортбек,F,2019,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_RS_Q8,RS Q8,РС Ку8,F,2019,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S1,S1,S1,F,2014,2018
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S2,S2,S2,F,1990,1995
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S3,S3,S3,F,1999,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S4,S4,S4,F,1997,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S5,S5,S5,F,2007,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S6,S6,S6,F,1994,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S6_E_TRON,S6 e-tron,С6 е-трон,F,2024,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S7,S7,S7,F,2012,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S8,S8,S8,F,1996,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ2,SQ2,ску2,F,2018,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ5,SQ5,ску5,F,2013,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ5_SPORTBACK,SQ5 Sportback,ЭсКью5 Спортбек,F,2020,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ6_E_TRON,SQ6 e-tron,СКу6 е-трон,F,2024,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ6_SPORTBACK_E_TRON,SQ6 Sportback e-tron,СКу6 Спортбек е-трон,F,2024,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ7,SQ7,ску7,F,2016,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ8,SQ8,ску8,F,2019,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ8_E_TRON,SQ8 e-tron,СКу8 е-трон,F,2022,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_SQ8_SPORTBACK_E_TRON,SQ8 Sportback e-tron,СКу8 Спортбек е-трон,F,2022,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_S_E_TRON_GT,S e-tron GT,С и-трон ГТ,F,2024,2025
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_TT,TT,ТТ,F,1998,2023
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_TTS,TTS,ТТС,F,2007,2023
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_TT_RS,TT RS,ТТ РС,F,2009,2023
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_TYP_R,Typ R,Тип-Р,F,1927,1929
AUDI,Audi,Ауди,1,Германия,1927,2025,AUDI_V8,V8,V8,F,1988,1994
AURUS,Aurus,Аурус,0,Россия,2021,2025,AURUS_KOMENDANT,Komendant,Комендант,F,2022,2025
AURUS,Aurus,Аурус,0,Россия,2021,2025,AURUS_LAFET,Lafet,Лафет,F,2021,2025
AURUS,Aurus,Аурус,0,Россия,2021,2025,AURUS_SENAT,Senat,Сенат,F,2021,2025
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_ALLEGRO,Allegro,Аллегро,D,1973,1983
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_AMBASSADOR,Ambassador,Амбассадор,D,1982,1984
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_FL2,FL2,ФЛ2,D,1958,1978
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_FX4,FX4,ФХ4,D,1958,1982
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_MAESTRO,Maestro,Маэстро,D,1983,1997
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_MAXI,Maxi,Макси,D,1969,1982
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_METRO,Metro,метро,D,1980,1990
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_MINI,Mini,Мини,D,1967,1993
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_MONTEGO,Montego,Монтего,D,1984,1994
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_PRINCESS,Princess,Принцес,D,1972,1982
AUSTIN,Austin,Остин,0,Великобритания,1958,1997,AUSTIN_SPRITE,Sprite,Спрайт,D,1958,1971
AUSTIN_HEALEY,Austin Healey,Остин Хэйли,0,Великобритания,1956,1967,AUSTIN_HEALEY_100,100,100,S,1956,1959
AUSTIN_HEALEY,Austin Healey,Остин Хэйли,0,Великобритания,1956,1967,AUSTIN_HEALEY_3000,3000,3000,S,1959,1967
AUTOBIANCHI,Autobianchi,Аутобьянки,0,Италия,1969,1986,AUTOBIANCHI_A_112,A 112,а 112,A,1969,1986
AUTO_UNION,Auto Union,Авто Юнион,0,Германия,1958,1965,AUTO_UNION_1000_SP,1000 Sp,1000 Сп,S,1958,1965
AVATR,Avatr,Аватр,0,Китай,2022,2025,AVATR_06,06,06,D,2025,2025
AVATR,Avatr,Аватр,0,Китай,2022,2025,AVATR_07,07,07,D,2024,2025
AVATR,Avatr,Аватр,0,Китай,2022,2025,AVATR_11,11,11,D,2022,2025
AVATR,Avatr,Аватр,0,Китай,2022,2025,AVATR_12,12,12,D,2023,2025
AVTOKAM,Автокам,Автокам,0,Россия,1990,1999,AVTOKAM_2160,2160,2160,J,1990,1999
AVTOKAM,Автокам,Автокам,0,Россия,1990,1999,AVTOKAM_2163,2163,2163,J,1990,1993
AVTOKAM,Автокам,Автокам,0,Россия,1990,1999,AVTOKAM_3101,3101,3101,J,1990,1993
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_A1,A1,А1,J,2012,2018
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ2021,BJ2021,БЖ2021,J,1984,2005
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ2025F,BJ2025F,БЖ2025F,J,1985,2005
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ2030,BJ2030,БДЖ2030,J,1993,2012
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ30,BJ30,БЖ30,J,2020,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ40,BJ40,бджей40,J,2013,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ60,BJ60,БЖ60,J,2022,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ80,BJ80,БЖ80,J,2016,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ90,BJ90,БЖ90,J,2016,2023
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ_2020,BJ2020,бж2020,J,1989,2005
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ_2026,BJ2026,бж2026,J,2011,2015
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_BJ_212,BJ212,бж212,J,1964,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_EU,EU,ЭУ,J,2015,2017
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_EU5,EU5,ЕУ5,J,2018,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_EU7,EU7,ЕУ7,J,2019,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_EX3,EX3,ЕИкс3,J,2019,2022
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_EX5,EX5,Икс5,J,2019,2022
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_JEEP_CHEROKEE_2500,Jeep 2500,джип чероки 2500,J,2003,2005
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_KENBO_600,Kenbo 600,Кэнбо 600,J,2015,2020
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_LUBA,Luba (XB624),луба (хб624),J,2000,2017
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_RUIXIANG_X5,Ruixiang X5,Русианг Икс 5,J,2021,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_U5,U5,У5,J,2014,2022
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_U5_PLUS,U5 Plus,У5 Плюс,J,2021,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_U7,U7,у7,J,2018,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_X3,X3,Икс3,J,2019,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_X35,X35,Икс35,J,2019,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_X5,X5,Икс5,J,2015,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_X55,X55,Икс55,J,2022,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_X7,X7,Икс7,J,2020,2025
BAIC,BAIC,БАИК,0,Китай,1964,2025,BAIC_X75,X75,Икс75,J,2024,2025
BAJAJ,Bajaj,Баджадж,0,Индия,2016,2025,BAJAJ_QUTE,Qute,Кьют,A,2016,2025
BALTIJAS_DZIPS,Baltijas Dzips,Балтиас Джипс,0,Латвия,1998,2001,BALTIJAS_DZIPS_BD_1322,BD-1322,бд-1322,J,1998,2001
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_510,510,510,A,2017,2023
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_530,530,530,A,2018,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_E100,E100,е100,A,2017,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_E300,E300,Е300,A,2020,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_KIWI_EV,Kiwi EV,Киви ЕВ,A,2021,2025
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_RC_5,RC-5,РЦ-5,A,2020,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_RC_6,RC-6,РЦ-6,A,2019,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_RM_5,RM-5,РМ-5,A,2019,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_RS_3,RS-3,РС-3,A,2019,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_RS_5,RS-5,РС-5,A,2019,2021
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_VALLI,Valli,Валли,A,2021,2022
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_XIANGJING,Xiangjing,Ксиангджинг,A,2025,2025
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_YEP,Yep,Еп,A,2023,2025
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_YEP_PLUS,Yep Plus,Еп Плюс,A,2024,2025
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_YUNDUO,Yunduo,Юньдуо,A,2023,2025
BAOJUN,Baojun,Баоджун,0,Китай,2017,2025,BAOJUN_YUNHAI,Yunhai,Юньхай,A,2024,2025
BATMOBILE,Batmobile,Бэтмобиль,0,США,1989,2018,BATMOBILE_1989,1989,1989,,1989,1992
BATMOBILE,Batmobile,Бэтмобиль,0,США,1989,2018,BATMOBILE_2018,2018,2018,,2018,2018
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_212,212,212,M,2020,2023
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_212_T01,212 T01,212 Т01,M,2024,2025
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_ACE_M7,Ace M7,Эйс Эм 7,M,2022,2025
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_F7,Calorie F7,Калория Ф7,M,2022,2025
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_JIABAO,Jiabao,Джиабао,M,2023,2025
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_MPV,MPV,МПВ,M,2025,2025
BAW,BAW,БАВ,0,Китай,2020,2025,BAW_YUANBAO,Pony (Yuanbao),Пони (Янбао),M,2022,2025
BELGEE,Belgee,Белджи,0,Беларусь,2023,2025,BELGEE_S50,S50,С50,B,2024,2025
BELGEE,Belgee,Белджи,0,Беларусь,2023,2025,BELGEE_X50,X50,Икс 50,B,2023,2025
BELGEE,Belgee,Белджи,0,Беларусь,2023,2025,BELGEE_X70,X70,Икс 70,B,2024,2025
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_ARNAGE,Arnage,арнаж,F,1998,2009
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_AZURE,Azure,азур,F,1995,2009
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_BENTAYGA,Bentayga,бентайга,F,2015,2025
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_BROOKLANDS,Brooklands,брукландс,F,1992,2011
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_CONTINENTAL,Continental,Континенталь,F,1984,2003
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_CONTINENTAL_FLYING_SPUR,Continental Flying Spur,континенталь флаинг спур,F,2005,2012
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_CONTINENTAL_GT,Continental GT,континенталь гт,F,2003,2025
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_EIGHT,Eight,Эйт,F,1984,1992
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_FLYING_SPUR,Flying Spur,Флайн Спур,F,2013,2025
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_MARK_VI,Mark VI,марк 6,F,1946,1952
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_MULLINER_BACALAR,Mulliner Bacalar,Муллинер Бакалар,F,2021,2025
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_MULLINER_BATUR,Mulliner Batur,Муллинер Батур,F,2022,2025
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_MULSANNE,Mulsanne,мульсан,F,1980,2020
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_R_TYPE,R Type,р тайп,F,1952,1955
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_S,S,с,F,1955,1965
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_TURBO_R,Turbo R,турбо р,F,1985,1999
BENTLEY,Bentley,Бентли,0,Великобритания,1946,2025,BENTLEY_T_SERIES,T-Series,Т-Сериес,F,1965,1980
BERTONE,Bertone,Бертоне,0,Италия,1989,1995,BERTONE_FREECLIMBER,Freeclimber,Фриклаймбер,J,1989,1995
BESTUNE,Bestune,Бестюн,0,Китай,2020,2025,BESTUNE_B70,B70,Б70,C,2020,2025
BESTUNE,Bestune,Бестюн,0,Китай,2020,2025,BESTUNE_T55,T55,Т55,C,2022,2025
BESTUNE,Bestune,Бестюн,0,Китай,2020,2025,BESTUNE_T77,T77,Т77,C,2020,2025
BESTUNE,Bestune,Бестюн,0,Китай,2020,2025,BESTUNE_T90,T90,Т90,C,2024,2025
BILENKIN,Bilenkin,Биленкин,0,Россия,2015,2016,BILENKIN_VINTAGE,Vintage,винтаж,D,2015,2016
BIO_AUTO,Bio Auto,Био Авто,0,Китай,2009,2020,BIO_AUTO_EVA_4,evA-4,эвА-4,A,2009,2020
BITTER,Bitter,Биттер,0,Германия,1973,1988,BITTER_CD,CD,сд,S,1973,1979
BITTER,Bitter,Биттер,0,Германия,1973,1988,BITTER_TYPE_3,Type 3,Тайп 3,S,1987,1988
BLAVAL,Blaval,Блавал,0,Китай,2021,2025,BLAVAL_FH_EQ,FH-EQ,ФХ-ЕКУ,A,2021,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_02,02 (E10),02,E,1966,1977
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_1ER,1 серии,1 серии,E,2004,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_1M,1M,1М,E,2010,2012
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_2ACTIVETOURER,2 серии Active Tourer,2 серии Актив Турер,E,2014,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_2ER,2 серии,2 серии,E,2014,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_2GRANDTOURER,2 серии Gran Tourer,2 серии гран турер,E,2015,2022
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_315,315,315,E,1934,1937
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_3200,3200,3200,E,1962,1965
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_321,321,321,E,1937,1950
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_326,326,326,E,1936,1946
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_327,327,327,E,1937,1941
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_340,340,340,E,1949,1953
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_3ER,3 серии,3 серии,E,1975,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_3_15,3/15,3/15,E,1927,1932
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_4,4 серии,4 серии,E,2013,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_501,501,501,E,1952,1958
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_502,502,502,E,1954,1961
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_503,503,503,E,1956,1959
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_507,507,507,E,1956,1959
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_5ER,5 серии,5 серии,E,1972,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_600,600,600,E,1957,1959
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_6ER,6 серии,6 серии,E,1976,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_700,700,700,E,1959,1965
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_7ER,7 серии,7 серии,E,1977,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_8ER,8 серии,8 серии,E,1989,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_E3,E3,е3,E,1968,1977
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_E9,E9,е9,E,1968,1975
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_I3,i3,и3,E,2013,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_I4,i4,и4,E,2021,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_I5,i5,и5,E,2023,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_I7,i7,и7,E,2022,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_I8,i8,и8,E,2014,2020
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_ISETTA,Isetta,Изетта,E,1955,1962
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_IX,iX,ИХ,E,2021,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_IX1,iX1,ИХ1,E,2022,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_IX2,iX2,иХ2,E,2023,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_IX3,iX3,ИХ3,E,2020,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_IX5,iX5,ИХ5,E,2023,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M2,M2,М2,E,2015,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M3,M3,М3,E,1986,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M4,M4,М4,E,2014,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M5,M5,М5,E,1985,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M6,M6,М6,E,1984,2018
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M8,M8,М8,E,2019,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_M_1,M1,м1,E,1978,1981
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_NAZCA,Nazca,Назка,E,1991,1993
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_NEW_CLASS,New Class,нью класс,E,1962,1971
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X1,X1,Х1,E,2009,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X2,X2,Х2,E,2017,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X3,X3,Х3,E,2003,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X3_M,X3 M,Х3 М,E,2019,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X4,X4,Х4,E,2014,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X4_M,X4 M,Х4 М,E,2019,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X5,X5,Х5,E,1999,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X5_M,X5 M,Х5 М,E,2009,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X6,X6,Х6,E,2007,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X6_M,X6 M,Х6 М,E,2009,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_X7,X7,Х7,E,2019,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_XM,XM,ХМ,E,2022,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_Z1,Z1,з1,E,1988,1991
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_Z3,Z3,з3,E,1995,2002
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_Z3M,Z3 M,з3м,E,1997,2002
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_Z4,Z4,З4,E,2002,2025
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_Z4_M,Z4 M,з4м,E,2006,2009
BMW,BMW,БМВ,1,Германия,1927,2025,BMW_Z8,Z8,з8,E,2000,2003
BORGWARD,Borgward,Боргвард,0,Германия,1934,2021,BORGWARD_2000,2000,2000,,1939,1942
BORGWARD,Borgward,Боргвард,0,Германия,1934,2021,BORGWARD_BX5,BX5,БиИкс5,,2017,2021
BORGWARD,Borgward,Боргвард,0,Германия,1934,2021,BORGWARD_HANSA_1100,Hansa 1100,ханса 1100,,1934,1939
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_73_S,7.3S,7.3с,E,1991,1998
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_CRAWLER,Crawler,Кроулер,E,2022,2025
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_E_V12,E V12,Е В12,E,1996,2013
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_G_V12,G V12,Г В12,E,2004,2006
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_ML_63_BITURBO,ML 63 Biturbo,мл 63 битурбо,E,2009,2011
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_M_V12,M V12,м в12,E,1997,2001
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_ROCKET_GTS,Rocket GTS,Рокет ГТС,E,2024,2025
BRABUS,Brabus,Брабус,0,Германия,1991,2025,BRABUS_SV12,SV12,св12,E,2009,2013
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_FRV_BS2,FRV (BS2),фрв (бс2),C,2008,2013
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_H230,H230,н230,C,2012,2017
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_H530,H530,н530,C,2011,2020
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_M1,M1 (BS6),М1,C,2004,2012
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_M2_BS4,M2 (BS4),М2,C,2006,2012
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_M3_BC3,M3 (BC3),М3,C,2007,2011
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_V3,V3,в3,C,2015,2020
BRILLIANCE,Brilliance,Бриллианс,0,Китай,2004,2020,BRILLIANCE_V5,V5,в5,C,2011,2020
BRISTOL,Bristol,Бристоль,0,Великобритания,1993,2011,BRISTOL_BLENHEIM,Blenheim,Бленхейм,S,1993,2011
BRISTOL,Bristol,Бристоль,0,Великобритания,1993,2011,BRISTOL_BLENHEIM_SPEEDSTER,Blenheim Speedster,Бленхейм Спидстер,S,2003,2011
BRISTOL,Bristol,Бристоль,0,Великобритания,1993,2011,BRISTOL_FIGHTER,Fighter,Файтер,S,2004,2011
BUFORI,Bufori,Буфори,0,Малайзия,2004,2025,BUFORI_GENEVA,Geneva,Женева,F,2010,2025
BUFORI,Bufori,Буфори,0,Малайзия,2004,2025,BUFORI_LA_JOYA,La Joya,Ла Джойа,F,2004,2018
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_BOLIDE,Bolide,Болид,S,2024,2025
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_CENTODIECI,Centodieci,Сентодиечи,S,2022,2025
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_CHIRON,Chiron,Широн,S,2016,2023
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_DIVO,Divo,Диво,S,2018,2021
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_EB_110,EB 110,еб 110,S,1991,1995
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_EB_112,EB 112,еб 112,S,1993,1998
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_EB_VEYRON,EB Veyron 16.4,Вейрон,S,2003,2015
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_TOURBILLON,Tourbillon,Турбийон,S,2024,2025
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_TYPE_55,Type 55,тайп 55,S,1932,1935
BUGATTI,Bugatti,Бугатти,0,Франция,1932,2025,BUGATTI_W16_MISTRAL,W16 Mistral,В16 Мистрал,S,2024,2025
BUICK,Buick,Бьюик,0,США,1936,2025,BUICK_CASCADA,Cascada,Каскада,D,2015,2019
